Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
23INR0044,Parliament Solar,Parliament Solar LLC,Waller,Texas,Tap 345kV 44900 Zenith - 967 Gibbons Creek ckt 18,,Solar - Photovoltaic Solar,484.56,,,2020-06-19,Completed,2025-09-26,,,2025-06-02,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-06-19,2020-09-08,2020-06-08 00:00:00.000,2024-04-25,No,2022-05-26,Not Required,Not Required,Not Required,2024-01-24 00:00:00,2024-05-03 00:00:00,HOUSTON,2025-05-19,2025-06-02,
23INR0045,GP Solar,HEP Aquamarine Holdings LLC,Van Zandt,Texas,Tap 138kV 6829 Glen Pine - 6833 Explorer,,Solar - Photovoltaic Solar,121.97,,,2020-09-25,Completed,2027-06-21,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-09-25,2020-12-16,2021-02-22 00:00:00.000,2021-11-10,No,2021-12-29,Not Required,Not Required,Not Required,2021-12-13 00:00:00,2021-12-13 00:00:00,NORTH,,,
23INR0047,Charger Solar,"AP Solar 4, LLC",Refugio,Texas,tap 345kV 8249 Angstrom – 5915 STP,,Solar - Photovoltaic Solar,397.15,,,2020-06-19,Completed,2026-08-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-06-19,2020-09-08,2020-06-07 00:00:00.000,,No,2021-06-05,,,Not Required,2022-04-04 00:00:00,,COASTAL,,,
23INR0048,Equinox Storage,Invenergy Storage Development LLC,Starr,Texas,80355 Del Sol 345kV,,Other - Battery Energy Storage,103.0,,,2020-06-26,Active,2029-02-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-06-26,2020-09-14,2021-03-12 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0054,Tanglewood Solar,"Brazoria Solar, LLC",Brazoria,Texas,345kV Seabreeze Substation,,Solar - Photovoltaic Solar,250.96,,,2020-07-10,Completed,2025-09-02,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-07-10,2020-09-28,2020-11-24 00:00:00.000,2024-06-03,Yes,2022-11-01,Not Required,Not Required,Not Required,2023-02-10 00:00:00,2024-11-07 00:00:00,COASTAL,,,
23INR0055,Tabor Solar ,Quanah Solar LLC,Hardeman,Texas,Tap 345kV 60504 Tesla - 61001 Jim Treece,,Solar - Photovoltaic Solar,506.4,,,2020-09-02,Active,2027-04-16,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2020-09-02,2020-11-19,2020-07-07 00:00:00.000,,No,,,,Not Required,,,WEST,,,
23INR0056,Caliche Mound Solar ,Tierra Blanco Solar LLC,Deaf Smith,Texas,tap 345kV 23906 AJSwope -  23910 Windmill,,Solar - Photovoltaic Solar,408.21,,,2020-07-24,Completed,2026-10-10,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-07-24,2020-09-08,2020-07-07 00:00:00.000,2023-08-22,,2023-10-12,,,Not Required,2025-02-12 00:00:00,,PANHANDLE,,,
23INR0057,Duffy Solar,VDA Solar Texas 1 LLC,Matagorda,Texas,Tap 345kV WAP to STP CKT39 (PTI# 5915-44000 CKT 39),,Solar - Photovoltaic Solar,502.46,,,2020-09-11,Completed,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-09-11,2020-11-19,2021-02-04 00:00:00.000,,Yes,2023-04-12,,,Not Required,2023-05-24 00:00:00,,COASTAL,,,
23INR0058,Erin Solar,Erin Solar LLC,Wharton,Texas,44040 Bailey 345 kV,,Solar - Photovoltaic Solar,202.5,,,2020-07-24,Completed,2027-11-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-07-24,2020-10-08,2021-01-26 00:00:00.000,2022-05-24,No,2023-03-22,Not Required,Not Required,Not Required,,,SOUTH,,,
23INR0059,Briggs Solar,"Briggs Solar, LLC",Haskell,Texas,tap 345kV 60515 Clear Crossing - 60507 Pendulo,,Solar - Photovoltaic Solar,323.7,,,2020-08-04,Completed,2027-09-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-08-04,2020-10-28,2021-03-04 00:00:00.000,,,2025-03-15,Not Required,Not Required,Not Required,2025-03-24 00:00:00,,WEST,,,
23INR0061,Noria Solar DCC,"Noria Hondo Solar, LLC",Nueces,Texas,85000 Nelson Sharpe 345kV  ,,Solar - Photovoltaic Solar,145.0,,,2020-08-04,Completed,2026-10-13,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-08-04,2020-10-28,2021-03-10 00:00:00.000,,,2022-10-12,,,Not Required,2025-02-12 00:00:00,,COASTAL,,,
23INR0062,Noria Storage,"Noria Hondo Solar, LLC",Nueces,Texas,85000 Nelson Sharpe 345kV ,,Other - Battery Energy Storage,75.0,,,2020-08-04,Completed,2026-10-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2020-08-04,2020-10-28,2021-03-30 00:00:00.000,,,2022-10-12,Not Required,Not Required,,2023-04-12 00:00:00,,COASTAL,,,
23INR0066,Accalia Point Solar,Accalia Point Solar LLC,Cameron,Texas,Tap 345kV 8383 North Edingburg – 79501 Kingfisher,,Solar - Photovoltaic Solar,190.5,,,2020-10-23,Active,2029-05-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2020-10-23,2021-01-12,2021-01-27 00:00:00.000,,No,,,,Not Required,,,COASTAL,,,
23INR0070,Chillingham Solar,Chillingham Solar LLC,Bell,Texas,3687 Bell County East 345kV,,Solar - Photovoltaic Solar,352.39,,,2020-08-04,Completed,2025-06-20,,,2024-09-04,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-08-04,2020-10-28,2020-08-26 00:00:00.000,2024-01-26,No,2022-02-04,Not Required,Not Required,Not Required,2024-01-30 00:00:00,2024-01-30 00:00:00,NORTH,2024-08-19,2024-09-04,
23INR0071,BRP Volans BESS,BRP Volans BESS LLC,Winkler,Texas,11189 Quarry Field SW -  1074 Wink 138kV,,Other - Battery Energy Storage,206.88,,,2020-08-04,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-08-04,2020-10-28,2020-08-24 00:00:00.000,,No,,,,,,,WEST,,,
23INR0073,BRP Galan BESS,BRP Galan BESS LLC,Bexar,Texas,5007 Alamo One 138kV,,Other - Battery Energy Storage,75.97,,,2020-08-04,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-08-04,2020-10-28,2020-08-17 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0074,BRP Ampato BESS,BRP Ampato BESS LLC,Crane,Texas,10002 NS Crane Switch 138kV,,Other - Battery Energy Storage,121.56,,,2020-08-04,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-08-04,2020-10-28,2020-08-24 00:00:00.000,,,,,,,,,WEST,,,
23INR0075,BRP Rhine BESS,BRP Rhine BESS LLC,Ward,Texas,Tap 345kV 11188  QUARRYFLD - 11010 WOLF,,Other - Battery Energy Storage,206.89,,,2020-08-04,Active,2028-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-08-04,2020-11-02,2020-09-17 00:00:00.000,,,,,,,,,WEST,,,
23INR0076,Cannon Solar SLF,"Cannon Solar, LLC",Gonzales,Texas,tap 138kV 7224 Luling - 7245 Gonzales ,,Solar - Photovoltaic Solar,80.0,,,2020-09-11,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2020-09-11,2020-12-07,2020-09-11 00:00:00.000,,,,Not Required,Not Required,Not Required,,,SOUTH,,,
23INR0077,Cachena Storage SLF,Clear Fork Creek Solar LLC,Wilson,Texas,Tap 345KV 5133 Elmcreek - 5323 Old Hickory,,Other - Battery Energy Storage,0.0,,,2020-08-21,Active,2027-04-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-08-21,2020-10-16,2020-08-17 00:00:00.000,,,,Not Required,Not Required,,,,SOUTH,,,
23INR0078,Shaw Solar,"Rio Lago Solar, LLC",Bandera,Texas,Tap 138kV 7146 Verde Creek - 7438 Bandera,,Solar - Photovoltaic Solar,124.65,,,2020-10-23,Completed,2026-04-29,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-10-23,2021-01-12,2021-05-11 00:00:00.000,2025-03-12,No,2023-02-17,Not Required,Not Required,Not Required,2025-03-26 00:00:00,2025-04-30 00:00:00,SOUTH,,,
23INR0079,Chillingham Storage,Chillingham Storage LLC ,Bell,Texas,3687 Bell County East 345kV,,Other - Battery Energy Storage,153.93,,,2020-09-11,Completed,2025-07-15,,,2025-03-24,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2020-09-11,2020-11-30,2020-08-26 00:00:00.000,2021-07-22,,2022-02-04,Not Required,Not Required,,2024-11-04 00:00:00,2024-11-04 00:00:00,NORTH,2025-03-12,2025-03-24,
23INR0080,Soda Lake Solar 2 SLF,"Crane II Solar Electric, LLC",Crane,Texas,76026 Soda Lake 138kV,,Solar - Photovoltaic Solar,201.74,,,2020-09-11,Completed,2027-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-09-11,2020-11-30,2020-08-24 00:00:00.000,,,2022-03-23,,,Not Required,,,WEST,,,
23INR0082,Bottom Grass Solar,"Bottom Grass Solar Project, LLC",Colorado,Texas,tap 345 kV 9073 Holman - 44200 Hillje,,Solar - Photovoltaic Solar,508.61,,,2020-11-05,Completed,2027-10-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-11-05,2021-02-02,2020-10-21 00:00:00.000,,,2023-06-29,,,Not Required,,,SOUTH,,,
23INR0083,Bottom Grass BESS,"Bottom Grass Solar Project, LLC",Colorado,Texas,tap 345 kV 9073 Holman - 44200 Hillje,,Other - Battery Energy Storage,202.21,,,2020-11-05,Completed,2027-10-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2020-11-05,2021-02-02,2020-10-21 00:00:00.000,,,2023-06-29,Not Required,Not Required,,,,SOUTH,,,
23INR0084,Lavaca Bay Solar ,"Lavaca Bay Solar Project, LLC",Matagorda,Texas, tap 345 kV REFUGE 42400 - JONES CREEK 47532 ckt 27,,Solar - Photovoltaic Solar,243.46,,,2020-09-11,Completed,2026-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-09-11,2020-11-19,2021-03-05 00:00:00.000,2022-03-21,Yes,2022-06-15,Not Required,Not Required,Not Required,2025-02-17 00:00:00,,COASTAL,,,
23INR0086,Hanson Solar,"Hanson Solar, LLC",Coleman,Texas,tap 345kV 1444 Brown - 11406 Central Bluff,,Solar - Photovoltaic Solar,398.83,,,2020-10-23,Completed,2027-04-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-10-23,2021-02-02,2021-03-25 00:00:00.000,,,2023-09-20,,,Not Required,2025-02-12 00:00:00,,WEST,,,
23INR0087,Kinenos Solar,"Encino del Sol Energy, LLC",Brooks,Texas,tap 345kV 8905 North Edinburg - 8455 Lon Hill,,Solar - Photovoltaic Solar,203.17,,,2020-12-22,Active,2026-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2020-12-22,2021-03-10,2020-12-03 00:00:00.000,,No,,,,Not Required,,,SOUTH,,,
23INR0088,Nockenut Springs Solar 1,"Pecan Springs Energy, LLC",Guadalupe,Texas,tap 345kV 5133 Elm Creek - 5915 STP ckt 1,,Solar - Photovoltaic Solar,203.17,,,2020-09-25,Completed,2029-06-05,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-09-25,2020-12-16,2020-09-11 00:00:00.000,,,2023-11-17,,,Not Required,,,SOUTH,,,
23INR0089,Donegal Solar,"Greenalia Solar Power Donegal, LLC",Dickens,Texas,59904 Cottonwood 345kV,,Solar - Photovoltaic Solar,201.68,,,2020-10-07,Completed,2027-03-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-10-07,2020-12-28,2020-09-11 00:00:00.000,,,2022-07-25,Not Required,Not Required,Not Required,2025-05-14 00:00:00,,PANHANDLE,,,
23INR0090,Iguala Solar,Iguala Solar LLC,Victoria,Texas,tap 345kV 5915 STP - 8249 Angstrom,,Solar - Photovoltaic Solar,250.0,,,2020-10-07,Active,2025-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2020-10-07,2020-12-28,2021-06-07 00:00:00.000,,Yes,,,,Not Required,,,SOUTH,,,
23INR0091,Cascade Solar,"Cascade Solar Energy, LLC",Brazoria,Texas,345kV Oasis (43035) – Seabreeze (43020) circuit 27,,Solar - Photovoltaic Solar,113.0,,,2021-02-09,Completed,2026-09-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2021-02-09,2021-05-06,2021-04-28 00:00:00.000,,No,2023-04-17,Not Required,Not Required,Not Required,2023-12-07 00:00:00,,COASTAL,,,
23INR0093,Alila Solar,"Electra Energy Project, LLC",San Patricio,Texas,8249 Angstrom 345kV ,,Solar - Photovoltaic Solar,256.5,,,2020-10-07,Completed,2027-05-08,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-10-07,2020-12-30,2020-09-11 00:00:00.000,2023-03-16,No,2023-01-03,,,Not Required,2025-02-12 00:00:00,,COASTAL,,,
23INR0094,BRP Pyxis BESS,BRP Pyxis BESS LLC,Ward,Texas,tap 138kV 1009 Yucca - 11197 Sand Tank Pod ,,Other - Battery Energy Storage,206.87,,,2020-09-25,Active,2025-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-09-25,2020-12-16,2020-09-11 00:00:00.000,,,,,,,,,WEST,,,
23INR0101,Atria Solar,"Atria Energy Project, LLC",Chambers,Texas,40770 Hacher 138kV,,Solar - Photovoltaic Solar,112.4,,,2020-10-23,Active,2025-12-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, No IA",2020-10-23,2021-01-12,2020-09-28 00:00:00.000,2021-12-15,,,,,Not Required,,,HOUSTON,,,
23INR0104,BRP Kamet BESS,BRP Kamet BESS LLC,Andrews,Texas,Andrews North – McKenzie Draw Switch 138 kV,,Other - Battery Energy Storage,202.46,,,2020-10-07,Active,2025-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-10-07,2020-12-30,2020-09-23 00:00:00.000,,No,,,,,,,WEST,,,
23INR0111,PHOTON SOLAR 3 SLF,"GulfStar Power, LLC",Wharton,Texas,44880 Waterh_POI_5 345kV,,Solar - Photovoltaic Solar,109.99,,,2020-10-23,Completed,2025-06-30,,,2024-10-02,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2020-10-23,2021-02-02,2020-11-24 00:00:00.000,2022-11-28,No,2021-10-01,Not Required,Not Required,Not Required,2021-11-05 00:00:00,2023-01-27 00:00:00,SOUTH,2024-05-17,2024-10-02,
23INR0113,Cannon Storage SLF,"Cannon Solar, LLC",Gonzales,Texas,Tap 138kV 7224 Luling - 7245 Gonzales,,Other - Battery Energy Storage,0.0,,,2020-11-05,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-11-05,2020-12-07,2020-10-29 00:00:00.000,,,,Not Required,Not Required,,,,SOUTH,,,
23INR0115,BRP Pobeda BESS,BRP Pobeda BESS LLC,Grimes,Texas,44645 Singleton 345kV,,Other - Battery Energy Storage,301.41,,,2020-11-18,Active,2028-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-11-18,2021-02-08,2020-10-27 00:00:00.000,,,,,,,,,NORTH,,,
23INR0116,Cantaloupe Solar,"Saragosa Del Sol Energy, LLC",Reeves,Texas,60716 Saragosa 138kV,,Solar - Photovoltaic Solar,307.0,,,2020-12-22,Completed,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2020-12-22,2021-03-09,2020-12-01 00:00:00.000,,,2024-04-23,Not Required,Not Required,Not Required,2025-05-28 00:00:00,,WEST,,,
23INR0118,Blevins Solar,"Blevins Solar, LLC",Falls,Texas,Tap Bellfalls Switch (3404) – Lake Creek Switch (3409),,Solar - Photovoltaic Solar,271.58,,,2021-02-04,Completed,2025-10-30,,,2025-03-24,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2021-02-04,2021-04-19,2021-02-12 00:00:00.000,2024-06-24,,2023-06-17,Not Required,Not Required,Not Required,2024-07-31 00:00:00,2024-08-12 00:00:00,NORTH,2025-03-11,2025-03-24,
23INR0119,Blevins Storage,"Blevins Solar, LLC",Falls,Texas,Tap Bellfalls Switch (3404) – Lake Creek Switch (3409),,Other - Battery Energy Storage,181.33,,,2021-02-04,Completed,2025-07-28,,,2025-04-18,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2021-02-04,2021-04-19,2021-02-12 00:00:00.000,2024-06-24,,2023-06-17,Not Required,Not Required,,2024-07-31 00:00:00,2024-08-12 00:00:00,NORTH,2025-03-12,2025-04-18,
23INR0123,Vaca Storage,"Long Mount Storage, LLC",Calhoun,Texas,138kV 8723 Cangrejo,,Other - Battery Energy Storage,101.0,,,2021-03-26,Active,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-03-26,2021-06-14,2022-05-11 00:00:00.000,,No,,Not Required,Not Required,,,,COASTAL,,,
23INR0126,Sigma Storage,"AES Distributed Energy, Inc",Harris,Texas,40460 Deepwater 138kV ,,Other - Battery Energy Storage,408.4,,,2021-05-11,Active,2026-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-05-11,2021-07-30,2022-02-04 00:00:00.000,,No,,,,,,,HOUSTON,,,
23INR0127,Beacon Storage,"AES Distributed Energy, Inc",Harris,Texas,40450 Deepwater 345kV,,Other - Battery Energy Storage,408.7,,,2021-05-05,Active,2026-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-05-05,2021-07-27,2022-02-28 00:00:00.000,,No,,,,,,,HOUSTON,,,
23INR0132,BRP Bonete BESS,BRP Bonete BESS LLC,Hidalgo,Texas,8951 Stewart Road 138kV,,Other - Battery Energy Storage,201.13,,,2020-12-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-12-03,2021-02-16,2020-11-18 00:00:00.000,,No,,,,,,,SOUTH,,,
23INR0135,Elbus BESS,BRP Elbus BESS LLC ,Caldwell,Texas,9075 Lytton 138kV,,Other - Battery Energy Storage,200.99,,,2020-12-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-12-03,2021-02-18,2020-11-25 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0137,BRP Diran BESS,BRP Diran BESS LLC,Wharton,Texas,43190 South Lane City 138kV,,Other - Battery Energy Storage,100.63,,,2020-12-03,Completed,2028-01-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2020-12-03,2021-02-18,2020-11-25 00:00:00.000,,No,2025-01-07,Not Required,Not Required,,,,SOUTH,,,
23INR0139,BRP Passu BESS,BRP Passu BESS LLC,Wilbarger,Texas,6111 Riley 345kV,,Other - Battery Energy Storage,301.82,,,2020-12-03,Active,2028-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-12-03,2021-02-19,2020-11-27 00:00:00.000,,No,,,,,,,WEST,,,
23INR0140,Seine BESS,BRP Seine BESS LLC,Foard,Texas,60500 Edith Clarke 345kV,,Other - Battery Energy Storage,301.19,,,2020-12-03,Completed,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2020-12-03,2021-02-19,2020-11-27 00:00:00.000,,No,2024-12-01,Not Required,Not Required,,,,WEST,,,
23INR0143,Sepik BESS,BRP Sepik BESS LLC,Mitchell,Texas,tap 138kV 11342 Loraine South – 10050 Ranger Camp,,Other - Battery Energy Storage,204.96,,,2020-12-22,Active,2028-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2020-12-22,2021-03-15,2020-12-01 00:00:00.000,,,,,,,,,WEST,,,
23INR0150,Cradle Solar,Cradle Solar LLC,Brazoria,Texas,tap 345kV 42500 Dow - 43035 Oasis ckt 18,,Solar - Photovoltaic Solar,200.85,,,2021-02-04,Completed,2025-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2021-02-04,2021-04-21,2021-03-15 00:00:00.000,2025-03-14,No,2023-03-15,,,Not Required,2025-02-12 00:00:00,2025-04-30 00:00:00,COASTAL,,,
23INR0160,Grimes County Solar,"Grimes County Solar Project, LLC",Grimes,Texas,2 Keith Switch 138kV,,Solar - Photovoltaic Solar,211.25,,,2021-01-26,Completed,2025-08-10,,,2025-03-20,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2021-01-26,2021-04-12,2020-12-16 00:00:00.000,2024-06-17,No,2022-06-22,Not Required,Not Required,Not Required,2022-09-21 00:00:00,2024-07-11 00:00:00,NORTH,2025-02-20,2025-03-20,
23INR0162,Redonda Solar,"J&R Power DevCo, LLC",Zapata,Texas,tap 345kV 80307 Del Sol - 80225 Cenizo,,Solar - Photovoltaic Solar,253.21,,,2021-01-25,Completed,2026-12-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2021-01-25,2021-04-12,2021-08-11 00:00:00.000,,,2021-12-28,Not Required,Not Required,Not Required,2022-04-27 00:00:00,,SOUTH,,,
23INR0163,Ringtail Ridge Storage,"KCE TX 26, LLC",Kendall,Texas,7150 Kendall 138kV,,Other - Battery Energy Storage,100.57,,,2021-01-25,Active,2028-05-23,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-01-25,2021-04-16,2020-12-29 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0164,Steppe Reserve Storage,"KCE TX 25, LLC",Dimmit,Texas,8283 Asherton 138 kV ,,Other - Battery Energy Storage,51.9,,,2021-01-25,Active,2028-01-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-01-25,2021-04-16,2020-12-29 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0168,Charolais Storage,"RWE Solar Development, LLC",Matagorda,Texas,tap 345kV 44000 W A Parish - 5915 STP,,Other - Battery Energy Storage,150.0,,,2021-02-09,Active,2026-12-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-02-09,2021-05-06,2021-06-11 00:00:00.000,,,,,,,,,COASTAL,,,
23INR0171,Goodalta Solar,GoodAlta Power Center LLC,Navarro,Texas,tap 138kV 3127 Trinidad - 212 Winkler,,Solar - Photovoltaic Solar,221.36,,,2021-01-25,Active,2027-09-20,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2021-01-25,2021-04-12,2021-01-07 00:00:00.000,,No,,,,Not Required,,,NORTH,,,
23INR0174,Campsey Wind,RWE,Jack,Texas,tap 345kV 1458 Cobb - 1429 Jacksboro,,Wind - Wind Turbine,238.3,,,2021-02-09,Active,2028-06-01,,,,Wind,Wind Turbine,"SS Completed, FIS Completed, No IA",2021-02-09,2021-05-06,2021-09-01 00:00:00.000,2025-05-21,No,,,,Not Required,,,NORTH,,,
23INR0180,Jackalope Solar,"Peacock Energy Project, LLC",San Patricio,Texas,8173 Gibbs 138kV,,Solar - Photovoltaic Solar,155.68,,,2021-02-09,Completed,2025-03-29,,,2024-09-19,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2021-02-09,2021-05-06,2021-02-02 00:00:00.000,2021-11-18,,2021-09-30,Not Required,Not Required,Not Required,2021-10-18 00:00:00,2022-10-24 00:00:00,COASTAL,2024-07-30,2024-09-19,
23INR0181,Starling Storage,"Starling Storage, LLC",Gonzales,Texas,tap 138kV 7224 Luling - 7245 Gonzales,,Other - Battery Energy Storage,63.6,,,2021-01-25,Completed,2027-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2021-01-25,2021-04-16,2021-10-07 00:00:00.000,2023-07-31,No,2023-08-03,Not Required,Not Required,,2025-02-12 00:00:00,,SOUTH,,,
23INR0183,Pradera Storage,"Pradera Storage, LLC",Webb,Texas,tap 345 kV Lobo 80219 - Fowlerton 5709 ckt #2,,Other - Battery Energy Storage,153.11,,,2021-01-25,Active,2027-03-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-01-25,2021-04-16,2021-10-13 00:00:00.000,,,,,,,,,SOUTH,,,
23INR0187,Leitrim 1 Solar,Leitsol LLC,Hill,Texas,tap 138kV 3522 Hillsboro - 3546 Whitney,,Solar - Photovoltaic Solar,98.44,,,2021-01-26,Active,2027-04-26,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2021-01-26,2021-04-12,2021-03-18 00:00:00.000,,No,,,,Not Required,,,NORTH,,,
23INR0194,Pequin Energy Storage,"Pequin Energy Storage, LLC",Brazoria,Texas,39500 TN West Columbia 138kV,,Other - Battery Energy Storage,103.4,,,2021-01-25,Active,2027-09-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2021-01-25,2021-04-16,2021-06-14 00:00:00.000,,,,,,,,,COASTAL,,,
23INR0200,Paradiso BESS,VESI 13,Atascosa,Texas,8203 Pleasanton 138kV,,Other - Battery Energy Storage,100.92,,,2021-03-01,Completed,2027-08-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2021-03-01,2021-05-13,2021-08-20 00:00:00.000,,No,2025-04-18,Not Required,Not Required,,,,SOUTH,,,
23INR0202,Erath County Solar,"Erath County Solar, LLC",Erath,Texas,tap 345kV 68020 Romney1E - 68030 KopperlW,,Solar - Photovoltaic Solar,207.4,,,2021-03-08,Completed,2026-08-27,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2021-03-08,2021-05-28,2021-03-06 00:00:00.000,,Yes,2023-06-01,,,Not Required,2025-02-12 00:00:00,,NORTH,,,
